Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds)
186,"20001, Northwest Washington, Washington",21,"3600 North Vernon Street, Old Glebe, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",1040,783,1379
186,"20001, Northwest Washington, Washington",22,"6500 Park View Court, West Springfield","9/1/2019 - 9/30/2019, Every day, Daily Average",1777,1372,2300
186,"20001, Northwest Washington, Washington",23,"6500 Bellamine Court, McLean","9/1/2019 - 9/30/2019, Every day, Daily Average",1241,963,1597
186,"20001, Northwest Washington, Washington",24,"8600 Brook Road, McLean","9/1/2019 - 9/30/2019, Every day, Daily Average",1647,1282,2114
186,"20001, Northwest Washington, Washington",25,"8200 Mockingbird Drive, Annandale","9/1/2019 - 9/30/2019, Every day, Daily Average",1569,1192,2063
186,"20001, Northwest Washington, Washington",26,"9400 Pamlico Lane, Great Falls","9/1/2019 - 9/30/2019, Every day, Daily Average",1530,1151,2032
186,"20001, Northwest Washington, Washington",27,"6200 Everglades Drive, Alexandria","9/1/2019 - 9/30/2019, Every day, Daily Average",1365,999,1864
186,"20001, Northwest Washington, Washington",28,"2100 North Scott Street, North Highland, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",802,571,1126
186,"20001, Northwest Washington, Washington",29,"700 Carpenter Road, Potomac Yard, Alexandria","9/1/2019 - 9/30/2019, Every day, Daily Average",853,615,1182
186,"20001, Northwest Washington, Washington",30,"0 Auburn Court, Potomac West, Alexandria","9/1/2019 - 9/30/2019, Every day, Daily Average",1009,736,1383
186,"20001, Northwest Washington, Washington",31,"1000 C Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",735,545,990
186,"20001, Northwest Washington, Washington",32,"2600 13th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",699,519,940
186,"20001, Northwest Washington, Washington",33,"4400 E Street Southeast, Benning Ridge, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1354,989,1853
186,"20001, Northwest Washington, Washington",34,"1700 Independence Avenue Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",990,756,1294
186,"20001, Northwest Washington, Washington",35,"2100 1st Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",780,554,1096
186,"20001, Northwest Washington, Washington",36,"500 17th Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",945,709,1257
186,"20001, Northwest Washington, Washington",37,"3500 Toledo Terrace, Chillum","9/1/2019 - 9/30/2019, Every day, Daily Average",1826,1422,2343
186,"20001, Northwest Washington, Washington",38,"5300 Westport Road, Chevy Chase","9/1/2019 - 9/30/2019, Every day, Daily Average",1631,1310,2029
186,"20001, Northwest Washington, Washington",39,"Woodrow Wilson Memorial Bridge, Old Town, Alexandria","9/1/2019 - 9/30/2019, Every day, Daily Average",1227,922,1632
186,"20001, Northwest Washington, Washington",40,"6000 Rixey Drive, Fair Haven, Alexandria","9/1/2019 - 9/30/2019, Every day, Daily Average",1407,1076,1838
186,"20001, Northwest Washington, Washington",41,"2000 Rosedale Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1055,797,1396
186,"20001, Northwest Washington, Washington",42,"4200 10th Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1120,840,1492
186,"20001, Northwest Washington, Washington",43,"900 Randolph Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1047,807,1357
186,"20001, Northwest Washington, Washington",44,"1200 New Jersey Avenue Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",533,355,799
186,"20001, Northwest Washington, Washington",45,"0 L Place Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",207,77,550
186,"20001, Northwest Washington, Washington",46,"1900 Anacostia Drive, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",738,518,1051
186,"20001, Northwest Washington, Washington",47,"0 S Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",660,460,945
186,"20001, Northwest Washington, Washington",48,"3500 Commodore Joshua Barney Drive Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1084,746,1574
186,"20001, Northwest Washington, Washington",49,"2700 10th Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1019,740,1401
186,"20001, Northwest Washington, Washington",50,"5700 Chevy Chase Parkway Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1584,1273,1970
186,"20001, Northwest Washington, Washington",51,"1300 Underwood Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1487,1161,1903
186,"20001, Northwest Washington, Washington",52,"200 Quackenbos Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1331,1040,1701
186,"20001, Northwest Washington, Washington",53,"600 Atlantic Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1201,869,1659
186,"20001, Northwest Washington, Washington",54,"3300 Clay Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",871,622,1219
186,"20001, Northwest Washington, Washington",55,"500 Q Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",402,243,662
186,"20001, Northwest Washington, Washington",56,"Center Leg Freeway, Southwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",443,288,679
186,"20001, Northwest Washington, Washington",57,"600 Edgewood Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",858,621,1183
186,"20001, Northwest Washington, Washington",58,"3100 13th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",852,634,1144
186,"20001, Northwest Washington, Washington",59,"2800 45th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1201,918,1570
186,"20001, Northwest Washington, Washington",60,"3200 Dubois Place Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",847,586,1223
186,"20001, Northwest Washington, Washington",61,"1400 15th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",380,243,592
186,"20001, Northwest Washington, Washington",62,"1800 W Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1070,750,1525
186,"20001, Northwest Washington, Washington",63,"4400 40th Street, Brentwood","9/1/2019 - 9/30/2019, Every day, Daily Average",1529,1169,1998
186,"20001, Northwest Washington, Washington",64,"1800 Ontario Place Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",948,709,1266
186,"20001, Northwest Washington, Washington",65,"1900 15th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",568,402,801
186,"20001, Northwest Washington, Washington",66,"1400 K Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",195,88,431
186,"20001, Northwest Washington, Washington",67,"900 Q Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",392,248,619
186,"20001, Northwest Washington, Washington",68,"8800 Springfield Road, Laurel","9/1/2019 - 9/30/2019, Every day, Daily Average",1773,1302,2413
186,"20001, Northwest Washington, Washington",69,"12500 Farm Road, Greater Upper Marlboro, Upper Marlboro","9/1/2019 - 9/30/2019, Every day, Daily Average",1735,1409,2135
186,"20001, Northwest Washington, Washington",70,"3600 Anton Terrace, District Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1635,1218,2194
186,"20001, Northwest Washington, Washington",71,"5600 Somerset House II, Wisconsin Avenue, Chevy Chase","9/1/2019 - 9/30/2019, Every day, Daily Average",1676,1350,2079
186,"20001, Northwest Washington, Washington",72,"4900 Hampden Lane, Bethesda","9/1/2019 - 9/30/2019, Every day, Daily Average",1898,1549,2324
186,"20001, Northwest Washington, Washington",73,"3300 Chillum Road, Mount Rainier","9/1/2019 - 9/30/2019, Every day, Daily Average",1422,1097,1842
186,"20001, Northwest Washington, Washington",74,"11100 Rodeo Court, Upper Marlboro","9/1/2019 - 9/30/2019, Every day, Daily Average",1682,1342,2107
186,"20001, Northwest Washington, Washington",75,"4900 Blackfoot Road, Hollywood, College Park","9/1/2019 - 9/30/2019, Every day, Daily Average",1998,1587,2514
186,"20001, Northwest Washington, Washington",76,"7300 16th Place, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1861,1453,2382
186,"20001, Northwest Washington, Washington",77,"3200 Donnell Drive, Forestville","9/1/2019 - 9/30/2019, Every day, Daily Average",1529,1150,2032
186,"20001, Northwest Washington, Washington",78,"5000 Roseld Court, Oxon Hill","9/1/2019 - 9/30/2019, Every day, Daily Average",1415,1015,1971
186,"20001, Northwest Washington, Washington",79,"2200 Washington Avenue, Silver Spring","9/1/2019 - 9/30/2019, Every day, Daily Average",1804,1437,2264
186,"20001, Northwest Washington, Washington",80,"3100 West Avenue, District Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1528,1151,2026
186,"20001, Northwest Washington, Washington",81,"1600 Nova Avenue, Capitol Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1282,942,1744
186,"20001, Northwest Washington, Washington",82,"2000 South Eads Street, Crystal City, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",744,496,1114
186,"20001, Northwest Washington, Washington",83,"500 Ethan Allen Avenue, Takoma Park","9/1/2019 - 9/30/2019, Every day, Daily Average",1538,1174,2013
186,"20001, Northwest Washington, Washington",84,"7700 Oxman Road, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1525,1141,2037
186,"20001, Northwest Washington, Washington",85,"100 Lakeside Drive, Greenbelt","9/1/2019 - 9/30/2019, Every day, Daily Average",1565,1196,2046
186,"20001, Northwest Washington, Washington",86,"9100 Fairview Road, Silver Spring","9/1/2019 - 9/30/2019, Every day, Daily Average",2020,1664,2451
186,"20001, Northwest Washington, Washington",87,"7600 Greenbrook Drive, Greenbelt","9/1/2019 - 9/30/2019, Every day, Daily Average",1518,1136,2027
186,"20001, Northwest Washington, Washington",88,"5000 Newport Avenue, Bethesda","9/1/2019 - 9/30/2019, Every day, Daily Average",1501,1198,1880
186,"20001, Northwest Washington, Washington",89,"10000 Oaklyn Drive, Potomac","9/1/2019 - 9/30/2019, Every day, Daily Average",1522,1201,1927
186,"20001, Northwest Washington, Washington",90,"11400 Macarthur Boulevard Northwest, Potomac","9/1/2019 - 9/30/2019, Every day, Daily Average",1486,1144,1929
186,"20001, Northwest Washington, Washington",91,"6400 Walhonding Road, Bethesda","9/1/2019 - 9/30/2019, Every day, Daily Average",1473,1162,1866
186,"20001, Northwest Washington, Washington",92,"3100 North Nelson Street, Bellevue Forest, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",905,664,1233
186,"20001, Northwest Washington, Washington",93,"6400 Vale Street, Alexandria","9/1/2019 - 9/30/2019, Every day, Daily Average",1178,856,1620
186,"20001, Northwest Washington, Washington",94,"6300 8th Circle, Alexandria","9/1/2019 - 9/30/2019, Every day, Daily Average",1087,794,1487
186,"20001, Northwest Washington, Washington",95,"1800 South Stafford Street, Douglas Park, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",949,715,1259
186,"20001, Northwest Washington, Washington",96,"7300 Beverly Street, Annandale","9/1/2019 - 9/30/2019, Every day, Daily Average",1513,1160,1972
186,"20001, Northwest Washington, Washington",97,"5500 Jowett Court, Alexandria","9/1/2019 - 9/30/2019, Every day, Daily Average",1590,1226,2060
186,"20001, Northwest Washington, Washington",98,"1600 13th Road South, Arlington Views, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",604,419,870
186,"20001, Northwest Washington, Washington",99,"3800 Pinewood Terrace, Falls Church","9/1/2019 - 9/30/2019, Every day, Daily Average",1600,1185,2158
186,"20001, Northwest Washington, Washington",100,"1200 Oronoco Street, Old Town West, Alexandria","9/1/2019 - 9/30/2019, Every day, Daily Average",996,731,1356
186,"20001, Northwest Washington, Washington",101,"100 South Fayette Street, Old Town, Alexandria","9/1/2019 - 9/30/2019, Every day, Daily Average",1143,848,1539
186,"20001, Northwest Washington, Washington",102,"3700 South George Mason Drive, Falls Church","9/1/2019 - 9/30/2019, Every day, Daily Average",1085,788,1492
186,"20001, Northwest Washington, Washington",103,"600 South Ball Street, Crystal City, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",588,381,905
186,"20001, Northwest Washington, Washington",104,"2500 Jackson Parkway, Vienna","9/1/2019 - 9/30/2019, Every day, Daily Average",1482,1132,1939
186,"20001, Northwest Washington, Washington",105,"Dwight D. Eisenhower Southwest Freeway, Southwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",357,214,594
186,"20001, Northwest Washington, Washington",106,"5800 Cameron Run Terrace, Alexandria","9/1/2019 - 9/30/2019, Every day, Daily Average",1342,997,1806
186,"20001, Northwest Washington, Washington",107,"4000 Ellicott Street, Seminary Hill, Alexandria","9/1/2019 - 9/30/2019, Every day, Daily Average",873,623,1222
186,"20001, Northwest Washington, Washington",108,"100 57th Place Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1458,1154,1841
186,"20001, Northwest Washington, Washington",109,"7200 Wesley Road, Springfield","9/1/2019 - 9/30/2019, Every day, Daily Average",1324,997,1757
186,"20001, Northwest Washington, Washington",110,"800 West Braddock Road, Rosemont, Alexandria","9/1/2019 - 9/30/2019, Every day, Daily Average",1030,749,1416
186,"20001, Northwest Washington, Washington",111,"Perimeter East Road Southwest, Southwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1034,747,1431
186,"20001, Northwest Washington, Washington",112,"Willow Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",796,557,1135
186,"20001, Northwest Washington, Washington",113,"400 50th Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1404,1088,1810
186,"20001, Northwest Washington, Washington",114,"5300 Call Place Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1397,1088,1792
186,"20001, Northwest Washington, Washington",115,"4700 B Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1367,1051,1777
186,"20001, Northwest Washington, Washington",116,"100 Jefferson Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1219,929,1598
186,"20001, Northwest Washington, Washington",117,"4800 Illinois Avenue Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1201,934,1543
186,"20001, Northwest Washington, Washington",118,"100 Emerson Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1122,852,1476
186,"20001, Northwest Washington, Washington",119,"200 10th Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",809,603,1084
186,"20001, Northwest Washington, Washington",120,"300 Varnum Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1133,884,1451
186,"20001, Northwest Washington, Washington",121,"0 T Street Southwest, Southwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",624,421,922
186,"20001, Northwest Washington, Washington",122,"100 E Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",497,322,765
186,"20001, Northwest Washington, Washington",123,"600 Independence Avenue Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",694,505,951
186,"20001, Northwest Washington, Washington",124,"1400 4th Street Southwest, Southwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",572,388,842
186,"20001, Northwest Washington, Washington",125,"1600 D Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",857,633,1159
186,"20001, Northwest Washington, Washington",126,"2300 Hartford Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1244,870,1777
186,"20001, Northwest Washington, Washington",127,"1300 E Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",854,635,1146
186,"20001, Northwest Washington, Washington",128,"3500 19th Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1277,903,1805
186,"20001, Northwest Washington, Washington",129,"800 51st Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1157,823,1626
186,"20001, Northwest Washington, Washington",130,"3800 22nd Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1290,990,1679
186,"20001, Northwest Washington, Washington",131,"200 Taylor Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1006,751,1346
186,"20001, Northwest Washington, Washington",132,"1600 Buchanan Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1243,942,1639
186,"20001, Northwest Washington, Washington",133,"200 Oneida Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1275,978,1661
186,"20001, Northwest Washington, Washington",134,"1400 Allison Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1127,879,1444
186,"20001, Northwest Washington, Washington",135,"Scale Gate Road Northeast, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",921,670,1264
186,"20001, Northwest Washington, Washington",136,"700 Taylor Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1044,790,1378
186,"20001, Northwest Washington, Washington",137,"1700 Willard Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",642,456,903
186,"20001, Northwest Washington, Washington",138,"500 8th Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",617,416,913
186,"20001, Northwest Washington, Washington",139,"1400 Southeast Boulevard, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",558,380,819
186,"20001, Northwest Washington, Washington",140,"400 14th Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",759,555,1037
186,"20001, Northwest Washington, Washington",141,"600 Nicholson Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1346,1057,1713
186,"20001, Northwest Washington, Washington",142,"100 Ingraham Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1179,893,1556
186,"20001, Northwest Washington, Washington",143,"800 Delafield Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1374,1012,1864
186,"20001, Northwest Washington, Washington",144,"1700 19th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",649,465,905
186,"20001, Northwest Washington, Washington",145,"1100 Varney Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1330,985,1794
186,"20001, Northwest Washington, Washington",146,"3800 8th Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1175,839,1645
186,"20001, Northwest Washington, Washington",147,"3400 17th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1008,775,1309
186,"20001, Northwest Washington, Washington",148,"1400 Ogden Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1000,773,1292
186,"20001, Northwest Washington, Washington",149,"1400 Irving Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",861,645,1148
186,"20001, Northwest Washington, Washington",150,"1200 13th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",284,172,468
186,"20001, Northwest Washington, Washington",151,"100 3rd Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",550,395,764
186,"20001, Northwest Washington, Washington",152,"600 Acker Place Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",645,476,873
186,"20001, Northwest Washington, Washington",153,"900 10th Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",726,530,994
186,"20001, Northwest Washington, Washington",154,"200 M Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",502,332,756
186,"20001, Northwest Washington, Washington",155,"100 T Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",702,495,995
186,"20001, Northwest Washington, Washington",156,"100 13th Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",865,634,1178
186,"20001, Northwest Washington, Washington",157,"300 U Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",633,398,1004
186,"20001, Northwest Washington, Washington",158,"300 Burbank Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1217,888,1667
186,"20001, Northwest Washington, Washington",159,"1100 45th Place Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1406,1033,1912
186,"20001, Northwest Washington, Washington",160,"500 42nd Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1109,794,1547
186,"20001, Northwest Washington, Washington",161,"4900 Eads Place Northeast, Lincoln Heights, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1207,867,1679
186,"20001, Northwest Washington, Washington",162,"800 Washburn Arts Center, Florida Avenue Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",715,474,1076
186,"20001, Northwest Washington, Washington",163,"1300 Mount Olivet Road Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",872,605,1255
186,"20001, Northwest Washington, Washington",164,"1700 Lang Place Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1017,742,1393
186,"20001, Northwest Washington, Washington",165,"800 21st Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1009,727,1400
186,"20001, Northwest Washington, Washington",166,"1300 Orren Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",836,593,1176
186,"20001, Northwest Washington, Washington",167,"4100 1st Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1141,791,1644
186,"20001, Northwest Washington, Washington",168,"1800 E Street Northeast, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",517,328,813
186,"20001, Northwest Washington, Washington",169,"Meadow Road Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1007,686,1476
186,"20001, Northwest Washington, Washington",170,"900 Brentwood Road Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",806,507,1280
186,"20001, Northwest Washington, Washington",171,"4200 4th Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1236,876,1742
186,"20001, Northwest Washington, Washington",172,"700 55th Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1283,953,1725
186,"20001, Northwest Washington, Washington",173,"4500 45th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1382,1077,1772
186,"20001, Northwest Washington, Washington",174,"Massachusetts-39th Trail, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1193,925,1537
186,"20001, Northwest Washington, Washington",175,"2100 Lincoln Road Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",761,547,1057
186,"20001, Northwest Washington, Washington",176,"4800 Meade Street Northeast, Deanwood, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1185,841,1668
186,"20001, Northwest Washington, Washington",177,"6000 Clay Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1425,1072,1892
186,"20001, Northwest Washington, Washington",178,"3100 Chancellor's Way Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",956,697,1309
186,"20001, Northwest Washington, Washington",179,"1500 Kearny Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1164,858,1578
186,"20001, Northwest Washington, Washington",180,"5100 39th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1461,1159,1840
186,"20001, Northwest Washington, Washington",181,"400 Butternut Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1457,1158,1832
186,"20001, Northwest Washington, Washington",182,"3600 Alton Place Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1294,1007,1661
186,"20001, Northwest Washington, Washington",183,"3300 6th Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1158,847,1582
186,"20001, Northwest Washington, Washington",184,"700 Fern Place Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1514,1222,1875
186,"20001, Northwest Washington, Washington",185,"700 Quackenbos Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1470,1157,1866
186,"20001, Northwest Washington, Washington",186,"20001, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",264,105,658
186,"20001, Northwest Washington, Washington",187,"1600 13th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",444,310,634
186,"20001, Northwest Washington, Washington",188,"4200 Martin Luther King Junior Avenue Southwest, Southwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",913,654,1272
186,"20001, Northwest Washington, Washington",189,"100 Wilmington Place Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1073,758,1517
186,"20001, Northwest Washington, Washington",190,"900 M Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",211,80,552
186,"20001, Northwest Washington, Washington",191,"1300 Gallatin Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1220,957,1554
186,"20001, Northwest Washington, Washington",192,"5400 8th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1331,1039,1704
186,"20001, Northwest Washington, Washington",193,"3500 13th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",956,738,1237
186,"20001, Northwest Washington, Washington",194,"700 Lamont Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",870,641,1179
186,"20001, Northwest Washington, Washington",195,"500 Lamont Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",877,635,1210
186,"20001, Northwest Washington, Washington",196,"2400 5th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",604,415,877
186,"20001, Northwest Washington, Washington",197,"2400 Sherman Avenue Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",668,464,959
186,"20001, Northwest Washington, Washington",198,"0 Peluca Alley, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",694,510,943
