Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds)
186,"20001, Northwest Washington, Washington",199,"1700 Kalorama Road Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",773,560,1065
186,"20001, Northwest Washington, Washington",200,"2400 20th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",784,582,1056
186,"20001, Northwest Washington, Washington",201,"1800 California Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",760,558,1035
186,"20001, Northwest Washington, Washington",202,"1300 Talbert Terrace Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",950,662,1362
186,"20001, Northwest Washington, Washington",203,"1100 Connecticut Avenue Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",484,313,747
186,"20001, Northwest Washington, Washington",204,"Rafik B. Hariri Building, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1065,765,1482
186,"20001, Northwest Washington, Washington",205,"4000 Highwood Court Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1217,918,1612
186,"20001, Northwest Washington, Washington",206,"0 Observatory Circle Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",980,739,1298
186,"20001, Northwest Washington, Washington",207,"4300 Ivymount Court, Annandale","9/1/2019 - 9/30/2019, Every day, Daily Average",1670,1245,2239
186,"20001, Northwest Washington, Washington",208,"2800 Cathedral Avenue Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",985,746,1300
186,"20001, Northwest Washington, Washington",209,"1200 U Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",545,386,768
186,"20001, Northwest Washington, Washington",210,"1400 1st Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",515,318,831
186,"20001, Northwest Washington, Washington",211,"1200 5th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",219,87,545
186,"20001, Northwest Washington, Washington",212,"800 Howard Road Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",691,471,1011
186,"20001, Northwest Washington, Washington",213,"2000 Savannah Terrace Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1044,743,1465
186,"20001, Northwest Washington, Washington",214,"3200 Highland Place Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1133,875,1466
186,"20001, Northwest Washington, Washington",215,"3800 Klingle Place Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1094,836,1430
186,"20001, Northwest Washington, Washington",216,"2600 39th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1198,896,1601
186,"20001, Northwest Washington, Washington",217,"1500 Tobias Drive Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",945,656,1361
186,"20001, Northwest Washington, Washington",218,"1700 Kenyon Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",940,711,1241
186,"20001, Northwest Washington, Washington",219,"Groff Court Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",558,396,785
186,"20001, Northwest Washington, Washington",220,"1400 Mississippi Avenue Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1229,904,1669
186,"20001, Northwest Washington, Washington",221,"1400 18th Place Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",622,423,913
186,"20001, Northwest Washington, Washington",222,"900 26th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",732,518,1033
186,"20001, Northwest Washington, Washington",223,"400 3rd Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",234,112,488
186,"20001, Northwest Washington, Washington",224,"2400 Wagner Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1171,824,1663
186,"20001, Northwest Washington, Washington",225,"2200 Chester Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",919,626,1348
186,"20001, Northwest Washington, Washington",226,"2800 Upton Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1134,869,1479
186,"20001, Northwest Washington, Washington",227,"2500 Pomeroy Road Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1026,730,1440
186,"20001, Northwest Washington, Washington",228,"1200 24th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",670,478,938
186,"20001, Northwest Washington, Washington",229,"3900 Clay Place Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1236,942,1620
186,"20001, Northwest Washington, Washington",230,"0 Olmsted Walk, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",884,664,1175
186,"20001, Northwest Washington, Washington",231,"4300 Russell Avenue, Mount Rainier","9/1/2019 - 9/30/2019, Every day, Daily Average",1370,1059,1771
186,"20001, Northwest Washington, Washington",232,"5100 Rockwood Parkway Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1343,1044,1727
186,"20001, Northwest Washington, Washington",233,"600 10th Street Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",758,563,1019
186,"20001, Northwest Washington, Washington",234,"0 Discovery Communications, Discovery Place, Downtown Silver Spring, Silver Spring","9/1/2019 - 9/30/2019, Every day, Daily Average",1818,1476,2238
186,"20001, Northwest Washington, Washington",235,"600 Anacostia Avenue Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",898,648,1242
186,"20001, Northwest Washington, Washington",236,"0 Cleveland Avenue, Takoma Park","9/1/2019 - 9/30/2019, Every day, Daily Average",1708,1369,2130
186,"20001, Northwest Washington, Washington",237,"1400 Montague Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1296,1018,1648
186,"20001, Northwest Washington, Washington",238,"3100 Erie Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1112,799,1547
186,"20001, Northwest Washington, Washington",239,"5400 30th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1484,1178,1869
186,"20001, Northwest Washington, Washington",240,"1500 17th Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",476,316,716
186,"20001, Northwest Washington, Washington",241,"3900 Massachusetts Avenue Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1130,799,1597
186,"20001, Northwest Washington, Washington",242,"5400 Duvall Drive, Bethesda","9/1/2019 - 9/30/2019, Every day, Daily Average",1559,1221,1988
186,"20001, Northwest Washington, Washington",243,"1400 Anacostia Avenue Northeast, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1013,720,1424
186,"20001, Northwest Washington, Washington",244,"1300 South Hayes Street, Aurora Highlands, Arlington","9/1/2019 - 9/30/2019, Every day, Daily Average",671,465,967
186,"20001, Northwest Washington, Washington",245,"3300 M Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",984,712,1358
186,"20001, Northwest Washington, Washington",246,"Anacostia Riverwalk Trail, Northeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1090,782,1518
186,"20001, Northwest Washington, Washington",247,"5700 Marlboro Pike, District Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1427,1069,1903
186,"20001, Northwest Washington, Washington",248,"2300 California Street Northwest, Northwest Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",772,568,1048
186,"20001, Northwest Washington, Washington",249,"3400 N Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",963,671,1381
186,"20001, Northwest Washington, Washington",250,"3000 Oxon Park Street, Temple Hills","9/1/2019 - 9/30/2019, Every day, Daily Average",1147,828,1588
186,"20001, Northwest Washington, Washington",251,"2900 Park Drive Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",869,595,1267
186,"20001, Northwest Washington, Washington",252,"1900 23rd Street Southeast, Southeast Washington, Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",996,691,1434
186,"20001, Northwest Washington, Washington",253,"7200 Arrowhead Drive, Upper Marlboro","9/1/2019 - 9/30/2019, Every day, Daily Average",1794,1501,2144
186,"20001, Northwest Washington, Washington",254,"7700 Greentree Road, Bethesda","9/1/2019 - 9/30/2019, Every day, Daily Average",1659,1304,2109
186,"20001, Northwest Washington, Washington",255,"4800 Del Ray Avenue, Woodmont Triangle, Bethesda","9/1/2019 - 9/30/2019, Every day, Daily Average",2026,1643,2496
186,"20001, Northwest Washington, Washington",256,"6900 Arlington Road, Bethesda","9/1/2019 - 9/30/2019, Every day, Daily Average",1791,1467,2185
186,"20001, Northwest Washington, Washington",257,"7700 Wisconsin Avenue, Bethesda","9/1/2019 - 9/30/2019, Every day, Daily Average",1952,1584,2404
186,"20001, Northwest Washington, Washington",259,"6600 Peaceful Street, Clinton","9/1/2019 - 9/30/2019, Every day, Daily Average",1819,1431,2312
186,"20001, Northwest Washington, Washington",260,"1900 Addison Road South, District Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1746,1333,2286
186,"20001, Northwest Washington, Washington",261,"8400 Temple Hill Road, Temple Hills","9/1/2019 - 9/30/2019, Every day, Daily Average",1844,1527,2226
186,"20001, Northwest Washington, Washington",262,"6900 Ames Street, Morningside","9/1/2019 - 9/30/2019, Every day, Daily Average",1390,1069,1806
186,"20001, Northwest Washington, Washington",263,"1600 Tucker Road, Fort Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1482,1066,2060
186,"20001, Northwest Washington, Washington",264,"4200 Wandering Court, Temple Hills","9/1/2019 - 9/30/2019, Every day, Daily Average",1335,983,1812
186,"20001, Northwest Washington, Washington",265,"1800 Metzerott Road, Adelphi","9/1/2019 - 9/30/2019, Every day, Daily Average",1976,1565,2494
186,"20001, Northwest Washington, Washington",266,"3300 Gumwood Drive, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1892,1485,2409
186,"20001, Northwest Washington, Washington",267,"3900 Old Silver Hill Road, Suitland, Suitland-Silver Hill","9/1/2019 - 9/30/2019, Every day, Daily Average",1231,908,1667
186,"20001, Northwest Washington, Washington",268,"6300 Rosecroft Drive, Fort Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1536,1158,2036
186,"20001, Northwest Washington, Washington",269,"8300 Greensboro Drive, McLean","9/1/2019 - 9/30/2019, Every day, Daily Average",1817,1433,2303
186,"20001, Northwest Washington, Washington",270,"5700 Mansfield Drive, Temple Hills","9/1/2019 - 9/30/2019, Every day, Daily Average",1696,1287,2234
186,"20001, Northwest Washington, Washington",271,"4900 Essex Avenue, Chevy Chase","9/1/2019 - 9/30/2019, Every day, Daily Average",1719,1389,2126
186,"20001, Northwest Washington, Washington",272,"9500 Elvis Lane, Lanham-Seabrook, Goddard","9/1/2019 - 9/30/2019, Every day, Daily Average",1860,1403,2465
186,"20001, Northwest Washington, Washington",273,"6800 Asset Drive, Landover, 13, Kent, Prince George's County, Maryland, United States, 20785","9/1/2019 - 9/30/2019, Every day, Daily Average",1941,1450,2596
186,"20001, Northwest Washington, Washington",274,"2500 Campus Way North, Bowie","9/1/2019 - 9/30/2019, Every day, Daily Average",1724,1247,2383
186,"20001, Northwest Washington, Washington",275,"6200 Surrey Square Lane, District Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1565,1174,2084
186,"20001, Northwest Washington, Washington",276,"6000 Kirby Road, Clinton","9/1/2019 - 9/30/2019, Every day, Daily Average",1669,1301,2140
186,"20001, Northwest Washington, Washington",277,"4300 Brookview Terrace, Fort Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1889,1532,2328
186,"20001, Northwest Washington, Washington",278,"4100 31st Street, Mount Rainier","9/1/2019 - 9/30/2019, Every day, Daily Average",1456,1110,1908
186,"20001, Northwest Washington, Washington",279,"8800 Colonel Seward Drive, Fort Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1460,1061,2008
186,"20001, Northwest Washington, Washington",280,"5100 Cranmer Way, Capitol Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1318,980,1771
186,"20001, Northwest Washington, Washington",281,"1600 Brightseat Road, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1741,1294,2340
186,"20001, Northwest Washington, Washington",282,"6200 Springhill Court, Greenbelt","9/1/2019 - 9/30/2019, Every day, Daily Average",1749,1302,2348
186,"20001, Northwest Washington, Washington",283,"5900 Cherrywood Lane, Greenbelt","9/1/2019 - 9/30/2019, Every day, Daily Average",1861,1440,2404
186,"20001, Northwest Washington, Washington",284,"4700 Annapolis Road, Bladensburg","9/1/2019 - 9/30/2019, Every day, Daily Average",1321,1004,1737
186,"20001, Northwest Washington, Washington",285,"8000 New Hampshire Avenue, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1795,1388,2320
186,"20001, Northwest Washington, Washington",286,"2400 University Boulevard East, Adelphi","9/1/2019 - 9/30/2019, Every day, Daily Average",1844,1472,2308
186,"20001, Northwest Washington, Washington",287,"8100 15th Avenue, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1978,1591,2458
186,"20001, Northwest Washington, Washington",288,"4500 Harvest Road, Camp Springs","9/1/2019 - 9/30/2019, Every day, Daily Average",1595,1181,2153
186,"20001, Northwest Washington, Washington",289,"1400 Farmingdale Avenue, Capitol Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1303,950,1786
186,"20001, Northwest Washington, Washington",290,"6000 Sargent Road, Chillum","9/1/2019 - 9/30/2019, Every day, Daily Average",1519,1176,1961
186,"20001, Northwest Washington, Washington",291,"5800 31st Place, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1675,1311,2139
186,"20001, Northwest Washington, Washington",292,"8400 Carrollton Parkway, New Carrollton","9/1/2019 - 9/30/2019, Every day, Daily Average",1350,1004,1815
186,"20001, Northwest Washington, Washington",293,"Baltimore-Washington Parkway, 2, Bladensburg, Prince George's County, Maryland, United States, 20781","9/1/2019 - 9/30/2019, Every day, Daily Average",1093,787,1516
186,"20001, Northwest Washington, Washington",294,"5600 64th Avenue, Riverdale, East Riverdale","9/1/2019 - 9/30/2019, Every day, Daily Average",1426,1075,1891
186,"20001, Northwest Washington, Washington",295,"4000 Carozza Court, Temple Hills","9/1/2019 - 9/30/2019, Every day, Daily Average",1127,800,1585
186,"20001, Northwest Washington, Washington",296,"1700 Ritchie Road, District Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",2079,1592,2714
186,"20001, Northwest Washington, Washington",297,"8200 Waterside Court, Fort Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1231,900,1682
186,"20001, Northwest Washington, Washington",298,"6400 61st Place, Riverdale, East Riverdale","9/1/2019 - 9/30/2019, Every day, Daily Average",1507,1137,1996
186,"20001, Northwest Washington, Washington",299,"2400 Rosecroft Court, Oxon Hill","9/1/2019 - 9/30/2019, Every day, Daily Average",1676,1213,2314
186,"20001, Northwest Washington, Washington",300,"3800 Matthews Drive, Temple Hills","9/1/2019 - 9/30/2019, Every day, Daily Average",1670,1281,2176
186,"20001, Northwest Washington, Washington",301,"4900 40th Place, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1772,1364,2300
186,"20001, Northwest Washington, Washington",302,"Unnamed Road, College Park","9/1/2019 - 9/30/2019, Every day, Daily Average",1921,1458,2530
186,"20001, Northwest Washington, Washington",303,"100 Onondaga Drive, Oxon Hill","9/1/2019 - 9/30/2019, Every day, Daily Average",1116,817,1524
186,"20001, Northwest Washington, Washington",304,"1800 South Club Drive, Landover, Greater Landover","9/1/2019 - 9/30/2019, Every day, Daily Average",1460,1098,1940
186,"20001, Northwest Washington, Washington",305,"2800 Crest Avenue, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1145,834,1571
186,"20001, Northwest Washington, Washington",306,"3800 Kearney Road, Brentwood","9/1/2019 - 9/30/2019, Every day, Daily Average",1339,969,1849
186,"20001, Northwest Washington, Washington",307,"4600 Greenline Court, Suitland, Camp Springs","9/1/2019 - 9/30/2019, Every day, Daily Average",1461,1082,1972
186,"20001, Northwest Washington, Washington",308,"3500 Riviera Street, Temple Hills","9/1/2019 - 9/30/2019, Every day, Daily Average",1641,1195,2252
186,"20001, Northwest Washington, Washington",310,"3800 Forestville Road, District Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1694,1279,2242
186,"20001, Northwest Washington, Washington",311,"1100 Valley Drive, College Park","9/1/2019 - 9/30/2019, Every day, Daily Average",1989,1575,2511
186,"20001, Northwest Washington, Washington",312,"4200 Suitland Road, Suitland-Silver Hill","9/1/2019 - 9/30/2019, Every day, Daily Average",1206,885,1641
186,"20001, Northwest Washington, Washington",313,"3900 Livingston Street, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1596,1223,2081
186,"20001, Northwest Washington, Washington",314,"4900 Abbott Drive, Marlow Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1727,1349,2209
186,"20001, Northwest Washington, Washington",315,"2400 Brooks Drive, Suitland, Suitland-Silver Hill","9/1/2019 - 9/30/2019, Every day, Daily Average",1471,1077,2007
186,"20001, Northwest Washington, Washington",316,"6200 20th Avenue, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1586,1239,2029
186,"20001, Northwest Washington, Washington",317,"700 Somerset Place, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1454,1107,1908
186,"20001, Northwest Washington, Washington",318,"6700 Red Top Road, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1537,1179,2002
186,"20001, Northwest Washington, Washington",319,"1900 Laguna Road, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1922,1528,2416
186,"20001, Northwest Washington, Washington",320,"2000 Amherst Road, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1683,1321,2144
186,"20001, Northwest Washington, Washington",321,"4200 Van Buren Street, University Park","9/1/2019 - 9/30/2019, Every day, Daily Average",1871,1457,2401
186,"20001, Northwest Washington, Washington",322,"4900 Nicholson Street, Riverdale, Riverdale Park","9/1/2019 - 9/30/2019, Every day, Daily Average",1600,1263,2026
186,"20001, Northwest Washington, Washington",323,"Cabiglas Street, Joint Base Andrews","9/1/2019 - 9/30/2019, Every day, Daily Average",1519,1206,1912
186,"20001, Northwest Washington, Washington",324,"3100 Bolivia Court, Fort Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1826,1415,2356
186,"20001, Northwest Washington, Washington",325,"8500 Pepco Place, Upper Marlboro","9/1/2019 - 9/30/2019, Every day, Daily Average",1612,1235,2103
186,"20001, Northwest Washington, Washington",326,"4900 46th Avenue, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1502,1170,1927
186,"20001, Northwest Washington, Washington",327,"1000 Stratwood Avenue, Oxon Hill","9/1/2019 - 9/30/2019, Every day, Daily Average",1334,974,1826
186,"20001, Northwest Washington, Washington",328,"1700 Tucker Road, Fort Washington","9/1/2019 - 9/30/2019, Every day, Daily Average",1479,1100,1987
186,"20001, Northwest Washington, Washington",329,"1300 Fenwood Avenue, Oxon Hill","9/1/2019 - 9/30/2019, Every day, Daily Average",1505,1098,2061
186,"20001, Northwest Washington, Washington",330,"8600 Lancaster Drive, Bethesda","9/1/2019 - 9/30/2019, Every day, Daily Average",2050,1654,2539
186,"20001, Northwest Washington, Washington",331,"2100 Jameson Street, Temple Hills","9/1/2019 - 9/30/2019, Every day, Daily Average",1572,1180,2093
186,"20001, Northwest Washington, Washington",332,"Perrie Lane, Camp Springs","9/1/2019 - 9/30/2019, Every day, Daily Average",1546,1176,2031
186,"20001, Northwest Washington, Washington",333,"2000 Hayden Road, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1372,1053,1787
186,"20001, Northwest Washington, Washington",334,"5900 Fisher Road, Temple Hills","9/1/2019 - 9/30/2019, Every day, Daily Average",1491,1090,2037
186,"20001, Northwest Washington, Washington",335,"1500 Southview Drive, Oxon Hill","9/1/2019 - 9/30/2019, Every day, Daily Average",1432,1072,1912
186,"20001, Northwest Washington, Washington",336,"2700 Keating Street, Hillcrest Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1363,981,1893
186,"20001, Northwest Washington, Washington",337,"2500 Eliot Place, Temple Hills","9/1/2019 - 9/30/2019, Every day, Daily Average",1339,967,1852
186,"20001, Northwest Washington, Washington",338,"3400 Randall Road, Suitland, Suitland-Silver Hill","9/1/2019 - 9/30/2019, Every day, Daily Average",1319,997,1743
186,"20001, Northwest Washington, Washington",339,"2700 Phelps Avenue, District Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1874,1370,2563
186,"20001, Northwest Washington, Washington",340,"5900 Beech Avenue, Bethesda","9/1/2019 - 9/30/2019, Every day, Daily Average",1742,1433,2116
186,"20001, Northwest Washington, Washington",341,"8600 Irvington Avenue, Bradmoor, Bethesda","9/1/2019 - 9/30/2019, Every day, Daily Average",2099,1693,2601
186,"20001, Northwest Washington, Washington",342,"6600 Halleck Street, District Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1592,1227,2063
186,"20001, Northwest Washington, Washington",343,"3900 Billings Place, Capitol Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1196,870,1643
186,"20001, Northwest Washington, Washington",344,"5400 Moorland Lane, Bethesda","9/1/2019 - 9/30/2019, Every day, Daily Average",1972,1651,2354
186,"20001, Northwest Washington, Washington",345,"8800 Brierly Road, Chevy Chase","9/1/2019 - 9/30/2019, Every day, Daily Average",1891,1487,2404
186,"20001, Northwest Washington, Washington",346,"7200 Millwood Court, Bethesda","9/1/2019 - 9/30/2019, Every day, Daily Average",1955,1571,2432
186,"20001, Northwest Washington, Washington",347,"7300 Brennon Lane, Chevy Chase","9/1/2019 - 9/30/2019, Every day, Daily Average",1932,1585,2353
186,"20001, Northwest Washington, Washington",348,"6900 Ridgewood Avenue, Chevy Chase","9/1/2019 - 9/30/2019, Every day, Daily Average",1764,1429,2177
186,"20001, Northwest Washington, Washington",349,"1000 Glacier Avenue, Capitol Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1474,1117,1943
186,"20001, Northwest Washington, Washington",350,"600 Larchmont Avenue, Capitol Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1588,1253,2011
186,"20001, Northwest Washington, Washington",351,"7000 Crail Drive, Bethesda","9/1/2019 - 9/30/2019, Every day, Daily Average",1568,1244,1975
186,"20001, Northwest Washington, Washington",352,"5800 Folgate Court, Capitol Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1665,1298,2134
186,"20001, Northwest Washington, Washington",353,"7500 Wildwood Drive, Takoma Park","9/1/2019 - 9/30/2019, Every day, Daily Average",1703,1320,2196
186,"20001, Northwest Washington, Washington",354,"200 West Mill Avenue, Pepper Mill Village, Capitol Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1715,1334,2204
186,"20001, Northwest Washington, Washington",355,"900 Browning Avenue, Silver Spring","9/1/2019 - 9/30/2019, Every day, Daily Average",1870,1560,2241
186,"20001, Northwest Washington, Washington",356,"0 Montgomery Avenue, Takoma Park","9/1/2019 - 9/30/2019, Every day, Daily Average",1637,1273,2103
186,"20001, Northwest Washington, Washington",357,"5900 J Street, Fairmount Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1399,1040,1880
186,"20001, Northwest Washington, Washington",358,"1000 Carrington Avenue, Capitol Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1654,1294,2112
186,"20001, Northwest Washington, Washington",359,"2400 Pinebrook Avenue, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1381,1026,1857
186,"20001, Northwest Washington, Washington",360,"7700 Burnside Road, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1710,1278,2286
186,"20001, Northwest Washington, Washington",361,"Park Central Road, Riverdale, Greenbelt","9/1/2019 - 9/30/2019, Every day, Daily Average",1456,1084,1955
186,"20001, Northwest Washington, Washington",362,"800 Gregorio Drive, Montgomery Knolls, Silver Spring","9/1/2019 - 9/30/2019, Every day, Daily Average",2189,1670,2868
186,"20001, Northwest Washington, Washington",363,"9600 Newbridge Drive, Potomac","9/1/2019 - 9/30/2019, Every day, Daily Average",2055,1592,2651
186,"20001, Northwest Washington, Washington",364,"8500 Glenville Road, Takoma Park","9/1/2019 - 9/30/2019, Every day, Daily Average",1928,1483,2506
186,"20001, Northwest Washington, Washington",365,"9200 Whitney Street, Silver Spring","9/1/2019 - 9/30/2019, Every day, Daily Average",2213,1745,2805
186,"20001, Northwest Washington, Washington",366,"600 Thayer Avenue, Silver Spring","9/1/2019 - 9/30/2019, Every day, Daily Average",1917,1546,2376
186,"20001, Northwest Washington, Washington",367,"100 Melbourne Avenue, Silver Spring","9/1/2019 - 9/30/2019, Every day, Daily Average",2255,1821,2791
186,"20001, Northwest Washington, Washington",368,"600 Ritchie Avenue, Silver Spring","9/1/2019 - 9/30/2019, Every day, Daily Average",1872,1500,2335
186,"20001, Northwest Washington, Washington",369,"2400 Lyttonsville Place, Silver Spring","9/1/2019 - 9/30/2019, Every day, Daily Average",2049,1655,2536
186,"20001, Northwest Washington, Washington",370,"2000 Linden Lane, Silver Spring","9/1/2019 - 9/30/2019, Every day, Daily Average",1885,1538,2309
186,"20001, Northwest Washington, Washington",371,"600 Cappy Avenue, Capitol Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1924,1527,2422
186,"20001, Northwest Washington, Washington",372,"4200 73rd Avenue, Hyattsville","9/1/2019 - 9/30/2019, Every day, Daily Average",1327,988,1781
186,"20001, Northwest Washington, Washington",373,"Lanham-Seabrook, Goddard","9/1/2019 - 9/30/2019, Every day, Daily Average",1805,1355,2403
186,"20001, Northwest Washington, Washington",374,"Cobe Road, Goddard","9/1/2019 - 9/30/2019, Every day, Daily Average",1617,1194,2189
186,"20001, Northwest Washington, Washington",375,"8600 Cunningham Drive, Berwyn Heights","9/1/2019 - 9/30/2019, Every day, Daily Average",1981,1484,2643
186,"20001, Northwest Washington, Washington",376,"8500 Burning Tree Road, Bethesda","9/1/2019 - 9/30/2019, Every day, Daily Average",1657,1306,2101
186,"20001, Northwest Washington, Washington",377,"4700 River Road, Riverdale, Riverdale Park","9/1/2019 - 9/30/2019, Every day, Daily Average",1692,1332,2148
186,"20001, Northwest Washington, Washington",378,"5600 Newington Road, Bethesda","9/1/2019 - 9/30/2019, Every day, Daily Average",1648,1313,2067
186,"20001, Northwest Washington, Washington",379,"4900 Americana Drive, Annandale","9/1/2019 - 9/30/2019, Every day, Daily Average",1619,1204,2175
186,"20001, Northwest Washington, Washington",380,"Glenarden Apartment, Glenarden","9/1/2019 - 9/30/2019, Every day, Daily Average",1508,1160,1959
186,"20001, Northwest Washington, Washington",381,"3100 Pennsy Drive, Landover, Greater Landover","9/1/2019 - 9/30/2019, Every day, Daily Average",1313,974,1769
186,"20001, Northwest Washington, Washington",382,"9500 Lottsford Road, Upper Marlboro","9/1/2019 - 9/30/2019, Every day, Daily Average",1737,1299,2321
